id,bident1,userdata,language,int1a,int3a,d1,age,age2,recage,recage2,recage3,recage4,recage5,recage6,hispanic,race,racethn,nativity,racethn2,vaxq1,vaxq2,vaxq3,vaxq4,vaxq5,vaxq6,vaxq7,coverage,agecov,covtype,agecovtype,covselfother,covself,covselfot,child,marital,employ,recemploy,selfemploy,rgender,gendervar,lgbt,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,recincome2,ce14,ce17,trp2,cell,hhcell,landline,hhadults,int,loi,devicetype,devicecategory,bssrs_match_code,cstate,cregion,density,complete_date,weight,recincome3,Division,changesex,cdc2013,cdc2013USR,state,USR,USR_NEW
00001955,WEB,SSRS Probability Panel,English, , , ,39, ,18-64,30-49,35-44,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Not sure, , ,Covered by health insurance,Insured Less than 65,Medicare,Medicare, , , ,No,Never been married,On disability and can't work,On disability and can't work, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"Less than $20,000",Less than $40K,Less than $40K,Less than once a month,Yes,Purple, , , ,2, ,544,Android smart phones,Smartphone or equivalent (<7 inch),80121466,Pennsylvania,Northeast,2,20211216,.6234,Less than $50K,Mid Atlantic,sex = rgender,Medium metro,"Suburban (CDC=2,3)",PENNSYLVANIA,Suburban,Urban
00001956,WEB,SSRS Probability Panel,English, , , ,45, ,18-64,30-49,45-54,40-59,45-64,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not at all worried,Yes,"No, did not receive a booster","No, does not make me more likely",Not sure, , ,Not covered by health insurance,Uninsured Less than 65, ,Uninsured <65, , , ,No,Living with a partner,Employed full-time,Employed,"Yes, self-employed",Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Moderate,Two-year associate degree from a college or university (including associate degree in nursing),Some college,Some college,Less than college,"$20,000 to less than $30,000",Less than $40K,Less than $40K,"Basically, every day",No,Purple, , , ,2, ,167,Android smart phones,Smartphone or equivalent (<7 inch),81749225,Tennessee,South,2,20211216,1.1423,Less than $50K,East South Central,sex = rgender,Medium metro,"Suburban (CDC=2,3)",TENNESSEE,Rural,Suburban
00001957,WEB,SSRS Probability Panel,English, , , ,45, ,18-64,30-49,45-54,40-59,45-64,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"No, did not receive a booster","No, does not make me more likely",Have recommended this, , ,Not covered by health insurance,Uninsured Less than 65, ,Uninsured <65, , , ,No,Divorced,Unemployed and currently seeking employment,Unemployed, ,Woman,Female,No,None,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Conservative,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"Less than $20,000",Less than $40K,Less than $40K,A few times a week,No,Purple, , , ,2, ,303,Android smart phones,Smartphone or equivalent (<7 inch),83629316,Kansas,North Central,3,20211217,1.2478,Less than $50K,West North Central,sex = rgender,Medium metro,"Suburban (CDC=2,3)",KANSAS,Urban,Urban
00001965,WEB,SSRS Probability Panel,English, , , ,52, ,18-64,50-64,45-54,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not at all worried,Yes,"No, did not receive a booster","No, does not make me more likely",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,"Basically, every day",Yes,Purple, , , ,3, ,195,Android smart phones,Smartphone or equivalent (<7 inch),18054254,New York,Northeast,Highest,20211216,.4246,$100K+,Mid Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",NEW YORK,Suburban,Suburban
00001967,WEB,SSRS Probability Panel,English, , , ,29, ,18-64,18-29,25-34,18-39,18-29,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,Yes,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,Less than once a month,No,Purple, , , ,2, ,149,iPhone/iPod,Smartphone or equivalent (<7 inch),90639463,North Carolina,South,3,20211218,.8742,$50K-$99.9K,South Atlantic,sex = rgender,Medium metro,"Suburban (CDC=2,3)",NORTH CAROLINA,Suburban,Suburban
00001970,WEB,SSRS Probability Panel,English, , , ,73, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,No,Purple, , , ,2, ,451,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,91353406,New York,Northeast,3,20211218,.6242,$100K+,Mid Atlantic,sex = rgender,Medium metro,"Suburban (CDC=2,3)",NEW YORK,Suburban,Suburban
00001973,WEB,SSRS Probability Panel,English, , , ,53, ,18-64,50-64,45-54,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Widowed,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Moderate,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,Once a month,No,Purple, , , ,1, ,287,iPhone/iPod,Smartphone or equivalent (<7 inch),71341984,Virginia,South,3,20211216,.3067,$50K-$99.9K,South Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",VIRGINIA,Suburban,Suburban
00001975,WEB,SSRS Probability Panel,English, , , ,69, ,65+,65+,65+,60-69,65+,50+,No,Black or African-American,"Black, non-Hispanic", ,"Black, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Moderate,"Some postgraduate or professional school, no postgraduate degree",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,No,Purple, , , ,2, ,261,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,90607856,North Carolina,South,4,20211216,.3669,$100K+,South Atlantic,sex = rgender,Large central metro,Urban (CDC=1),NORTH CAROLINA,Urban,Urban
00001976,WEB,SSRS Probability Panel,English, , , ,77, ,65+,65+,65+,75+,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","No, does not make me more likely",Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Widowed,Retired,Retired, ,Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$75,000 to less than $90,000",$40K-$89.9K,$40K+,A few times a week,No,Purple, , , ,1, ,348,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,82407203,Missouri,North Central,Lowest,20211216,.2687,$50K-$99.9K,West North Central,sex = rgender,Micropolitan,Rural (CDC=4-6),MISSOURI,Suburban,Rural
00001978,WEB,SSRS Probability Panel,English, , , ,65, ,65+,65+,65+,60-69,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Somewhere else (please specify), ,"No, did not purchase yourself", , ,No,Never been married,On disability and can't work,On disability and can't work, ,Man,Male,No,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Liberal,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"Less than $20,000",Less than $40K,Less than $40K,Not at all,No,Purple, , , ,1, ,349,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,81331188,Pennsylvania,Northeast,4,20211217,.4551,Less than $50K,Mid Atlantic,sex = rgender,Large central metro,Urban (CDC=1),PENNSYLVANIA,Urban,Urban
00001985,WEB,SSRS Probability Panel,English, , , ,54, ,18-64,50-64,45-54,40-59,45-64,50+,Yes,White,Hispanic,U.S.,"Hispanic, born in US",Not at all worried,No, , ,Not sure,"No, does not make me more likely",Nothing,Covered by health insurance,Insured Less than 65,Plan you purchased yourself,Self-purchased plan, ,Through an insurance agent or broker, ,No,Married,Employed full-time,Employed,"Yes, self-employed",Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Moderate,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"$100,000 or more",$90K+,$40K+,A few times a week,Yes,Purple, , , ,2, ,307,Other smart phone (smart phones that is not ios/android/windows mobile),Smartphone or equivalent (<7 inch),80134399,Tennessee,South,Lowest,20211216,.6688,$100K+,East South Central,sex = rgender,Medium metro,"Suburban (CDC=2,3)",TENNESSEE,Rural,Suburban
00001988,WEB,SSRS Probability Panel,English, , , ,43, ,18-64,30-49,35-44,40-59,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,Yes,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Conservative,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,Yes,Purple, , , ,2, ,467,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,83841895,Virginia,South,Highest,20211216,.3015,$100K+,South Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",VIRGINIA,Suburban,Suburban
00001990,WEB,SSRS Probability Panel,English, , , ,67, ,65+,65+,65+,60-69,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Moderate,High school incomplete (Grades 9-11 or Grade 12 with no diploma),Less than high school,High school or less,Less than college,"$40,000 to less than $50,000",$40K-$89.9K,$40K+,A few times a week,No,Purple, , , ,3, ,545,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,82929897,Indiana,North Central,3,20211218,.5189,Less than $50K,East North Central,sex = rgender,Medium metro,"Suburban (CDC=2,3)",REFUSED,Urban,Urban
00001991,WEB,SSRS Probability Panel,English, , , ,29, ,18-64,18-29,25-34,18-39,18-29,18-49,Yes,Other or mixed race (please specify),Hispanic,U.S.,"Hispanic, born in US",Not too worried,Yes,"No, did not receive a booster","No, does not make me more likely",Have recommended this, , ,Not covered by health insurance,Uninsured Less than 65, ,Uninsured <65, , , ,No,Never been married,A student,Student, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,Not at all,No,Purple, , , ,3, ,211,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,81738837,California,West,2,20211218,.7172,$50K-$99.9K,Pacific,sex = rgender,Medium metro,"Suburban (CDC=2,3)",CALIFORNIA,Urban,Urban
00001993,WEB,SSRS Probability Panel,English, , , ,58, ,18-64,50-64,55-64,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Married,Retired,Retired, ,Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Moderate,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,"Basically, every day",No,Purple, , , ,3, ,211,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,83740352,Virginia,South,4,20211216,.5532,$100K+,South Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",VIRGINIA,Suburban,Suburban
00001994,WEB,SSRS Probability Panel,English, , , ,77, ,65+,65+,65+,75+,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Widowed,On disability and can't work,On disability and can't work, ,Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"$40,000 to less than $50,000",$40K-$89.9K,$40K+,"Basically, every day",Yes,Purple, , , ,1, ,442,Android smart phones,Smartphone or equivalent (<7 inch),91842377,Alabama,South,2,20211218,.7337,Less than $50K,East South Central,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",ALABAMA,Suburban,Suburban
00001998,WEB,SSRS Probability Panel,English, , , ,59, ,18-64,50-64,55-64,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","No, does not make me more likely",Not sure, , ,Not covered by health insurance,Uninsured Less than 65, ,Uninsured <65, , , ,No,Married,Employed part-time,Employed,"Yes, self-employed",Woman,Female,No,Independent,Republican,Republican/Indep lean Rep,Independent lean Rep,Conservative,"Vocational, business, technical, or training courses after high school that did not count toward an associate degree fro",High school graduate,High school or less,Less than college,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,A few times a month,No,Purple, , , ,3, ,222,iPhone/iPod,Smartphone or equivalent (<7 inch),81357667,Iowa,North Central,2,20211216,.8061,$50K-$99.9K,West North Central,sex = rgender,Medium metro,"Suburban (CDC=2,3)",IOWA,Urban,Urban
00001999,WEB,SSRS Probability Panel,English, , , ,73, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Independent,Republican,Republican/Indep lean Rep,Independent lean Rep,Conservative,"Some postgraduate or professional school, no postgraduate degree",College +,College +,College +,"$75,000 to less than $90,000",$40K-$89.9K,$40K+,Once a month,No,Purple, , , ,2, ,279,iPhone/iPod,Smartphone or equivalent (<7 inch),10050802,Tennessee,South,4,20211216,.2324,$50K-$99.9K,East South Central,sex = rgender,Large central metro,Urban (CDC=1),TENNESSEE,Urban,Urban
00002001,WEB,SSRS Probability Panel,English, , , ,50, ,18-64,50-64,45-54,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Medicaid/STATE-SPECIFIC MEDICAID NAME,Medicaid, , , ,Yes,Divorced,Employed full-time,Employed,"No, not self-employed",Woman,Female,Yes,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$20,000 to less than $30,000",Less than $40K,Less than $40K,Less than once a month,No,Purple, , , ,1, ,355,Android smart phones,Smartphone or equivalent (<7 inch),83034638,Minnesota,North Central,2,20211217,.9413,Less than $50K,West North Central,sex = rgender,Small metro,Rural (CDC=4-6),MINNESOTA,Suburban,Suburban
00002003,WEB,SSRS Probability Panel,English, , , ,Refused,65+,65+,65+,65+, ,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Widowed,Retired,Retired, ,Man,Male,No,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Moderate,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$40,000 to less than $50,000",$40K-$89.9K,$40K+,A few times a week,No,Purple, , , ,1, ,724,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent, ,Wisconsin,North Central,2,20211216,.3503,Less than $50K,East North Central,sex = rgender,Small metro,Rural (CDC=4-6),WISCONSIN,Suburban,Urban
00002005,WEB,SSRS Probability Panel,English, , , ,66, ,65+,65+,65+,60-69,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance, ,Plan through your employer, , , , ,No,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"$100,000 or more",$90K+,$40K+,A few times a month,No,Purple, , , ,2, ,149,iPhone/iPod,Smartphone or equivalent (<7 inch),84534656,Pennsylvania,Northeast,2,20211217,.7344,$100K+,Mid Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",REFUSED,Suburban,Suburban
00002006,WEB,SSRS Probability Panel,English, , , ,67, ,65+,65+,65+,60-69,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Very worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Plan through your employer, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Independent,Republican,Republican/Indep lean Rep,Independent lean Rep,Conservative,Two-year associate degree from a college or university (including associate degree in nursing),Some college,Some college,Less than college,"$90,000 to less than $100,000",$90K+,$40K+,A few times a month,Yes,Purple, , , ,2, ,297,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,83401472,Colorado,West,Lowest,20211217,.2638,$50K-$99.9K,Mountain,sex = rgender,Small metro,Rural (CDC=4-6),COLORADO,Suburban,Suburban
00002012,WEB,SSRS Probability Panel,English, , , ,40, ,18-64,30-49,35-44,40-59,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not at all worried,No, , ,Have recommended this,"No, does not make me more likely",Not worried about COVID,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,Yes,Married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Independent,Republican,Republican/Indep lean Rep,Independent lean Rep,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$90,000 to less than $100,000",$90K+,$40K+,A few times a month,Yes,Purple, , , ,5, ,438,iPhone/iPod,Smartphone or equivalent (<7 inch),7020301,Connecticut,Northeast,4,20211216,.453,$50K-$99.9K,New England,sex = rgender,Medium metro,"Suburban (CDC=2,3)",CONNECTICUT,Suburban,Suburban
00002013,WEB,SSRS Probability Panel,English, , , ,75, ,65+,65+,65+,75+,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,Yes,Purple, , , ,4, ,259,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,81437713,North Carolina,South,3,20211217,.2975,$100K+,South Atlantic,sex = rgender,Medium metro,"Suburban (CDC=2,3)",NORTH CAROLINA,Urban,Suburban
00002015,WEB,SSRS Probability Panel,English, , , ,62, ,18-64,50-64,55-64,60-69,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Medicare,Medicare, , , ,No,Widowed,On disability and can't work,On disability and can't work, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Moderate,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"Less than $20,000",Less than $40K,Less than $40K,A few times a month,No,Purple, , , ,1, ,353,Android smart phones,Smartphone or equivalent (<7 inch),82938125,Texas,South,2,20211216,1.1764,Less than $50K,West South Central,sex = rgender,Medium metro,"Suburban (CDC=2,3)",TEXAS,Urban,Urban
00002019,WEB,SSRS Probability Panel,English, , , ,30, ,18-64,30-49,25-34,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Not sure, , ,Covered by health insurance,Insured Less than 65,Medicare,Medicare, , , ,Yes,Never been married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Liberal,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"$40,000 to less than $50,000",$40K-$89.9K,$40K+,Less than once a month,No,Purple, , , ,4, ,198,iPhone/iPod,Smartphone or equivalent (<7 inch),84632703,Wisconsin,North Central,Lowest,20211217,1.2612,Less than $50K,East North Central,sex = rgender,Micropolitan,Rural (CDC=4-6),WISCONSIN,Rural,Rural
00002021,WEB,SSRS Probability Panel,English, , , ,34, ,18-64,30-49,25-34,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","No, does not make me more likely",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Independent,Republican,Republican/Indep lean Rep,Independent lean Rep,Moderate,"Vocational, business, technical, or training courses after high school that did not count toward an associate degree fro",High school graduate,High school or less,Less than college,"$90,000 to less than $100,000",$90K+,$40K+,Less than once a month,Yes,Purple, , , ,4, ,255,Android smart phones,Smartphone or equivalent (<7 inch),8929791,California,West,2,20211216,1.1713,$50K-$99.9K,Pacific,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",CALIFORNIA,Suburban,Suburban
00002022,WEB,SSRS Probability Panel,English, , , ,52, ,18-64,50-64,45-54,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Not covered by health insurance,Uninsured Less than 65, ,Uninsured <65, , , ,No,Married,Employed part-time,Employed,"No, not self-employed",Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Moderate,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,A few times a week,No,Purple, , , ,2, ,382,iPhone/iPod,Smartphone or equivalent (<7 inch),81013504,California,West,4,20211218,1.1428,$50K-$99.9K,Pacific,sex = rgender,Large central metro,Urban (CDC=1),CALIFORNIA,Urban,Urban
00002028,WEB,SSRS Probability Panel,English, , , ,28, ,18-64,18-29,25-34,18-39,18-29,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"No, did not receive a booster","No, does not make me more likely",Not sure, , ,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer,Spouse's employer, , , ,Yes,Married,"Or, a homemaker or stay at home parent?",A homemaker or stay at home parent, ,Woman,Female,No,Independent,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Moderate,"Vocational, business, technical, or training courses after high school that did not count toward an associate degree fro",High school graduate,High school or less,Less than college,"$30,000 to less than $40,000",Less than $40K,Less than $40K,"Basically, every day",No,Purple, , , ,2, ,655,Android smart phones,Smartphone or equivalent (<7 inch),13928148,Texas,South,3,20211217,2.1493,Less than $50K,West South Central,sex = rgender,Medium metro,"Suburban (CDC=2,3)",TEXAS,Suburban,Suburban
00002030,WEB,SSRS Probability Panel,English, , , ,58, ,18-64,50-64,55-64,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Very worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Some postgraduate or professional school, no postgraduate degree",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a month,No,Purple, , , ,2, ,229,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,91753444,Pennsylvania,Northeast,Highest,20211218,.9358,$100K+,Mid Atlantic,sex = rgender,Large central metro,Urban (CDC=1),PENNSYLVANIA,Urban,Urban
00002032,WEB,SSRS Probability Panel,English, , , ,74, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Plan through your spouse's employer, , , , ,No,Married,Retired,Retired, ,Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,Not at all,No,Purple, , , ,2, ,237,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,71709160,Missouri,North Central,3,20211216,.7007,$50K-$99.9K,West North Central,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",MISSOURI,Suburban,Suburban
00002034,WEB,SSRS Probability Panel,English, , , ,76, ,65+,65+,65+,75+,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,No, , ,Have recommended this,"No, does not make me more likely",Already had COVID,Covered by health insurance, ,Medicare, , , , ,Yes,Widowed,Retired,Retired, ,Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"$30,000 to less than $40,000",Less than $40K,Less than $40K,A few times a month,No,Purple, , , ,1, ,537,Android smart phones,Smartphone or equivalent (<7 inch),71727175,California,West,Lowest,20211217,.365,Less than $50K,Pacific,sex = rgender,Micropolitan,Rural (CDC=4-6),CALIFORNIA,Suburban,Rural
00002037,WEB,SSRS Probability Panel,English, , , ,68, ,65+,65+,65+,60-69,65+,50+,No,Black or African-American,"Black, non-Hispanic", ,"Black, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Plan through your employer, , , , ,Yes,Married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Conservative,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a month,No,Purple, , , ,2, ,335,Android smart phones,Smartphone or equivalent (<7 inch),81609650,Illinois,North Central,Highest,20211217,.175,$100K+,East North Central,sex = rgender,Large central metro,Urban (CDC=1),ILLINOIS,Urban,Urban
